tumor	gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	pglobal_cv	qglobal_cv
SKCM	CDKN2A	0	14	5	4	10	115.806696208222	1220.50528722572	1220.50528722572	395.089667044365	1.13140697418634e-05	7.30082660993503e-13	2.70228284193763e-12	1.65754856301924e-17	0.0553314580725832	4.76062567145163e-09	1.3215514238496e-08	0	0
SKCM	PTEN	0	15	6	2	12	73.9293670369966	388.411536101516	388.411536101516	197.15365563402	0.000212975067860555	3.06006696648708e-08	1.64921172940424e-07	1.77084371400004e-16	0.148793509910292	0.000119722059996841	0.000645237597012116	0	0
SKCM	ARID2	8	30	24	1	6	1.40077221448719	11.3947741085338	11.3947741085338	21.6911974063573	0.379250010217752	2.67214028681906e-11	1.10389475338479e-12	5.73345163129887e-05	0.908152017791686	1.30681020726886e-07	7.19812972190444e-09	2.44249065417534e-15	9.55600043539562e-12
SKCM	RB1	2	4	6	2	6	0.9245411400588	13.6884126424767	13.6884126424767	42.8687173714446	0.926588473669495	9.73253033330623e-05	2.08835511947836e-05	1.70939749765598e-06	0.9761842884873	0.15865646531678	0.0371385480429415	8.94453400235307e-10	2.91621623590051e-06
SKCM	DDX3X	0	11	5	0	4	36.7394646073013	198.964801952022	198.964801952022	36.1716970373043	0.00868139044179628	3.52221566600752e-05	0.000187942082560011	6.74751830849013e-05	0.517322684290412	0.0861269785730489	0.114891344344967	2.4326941883146e-07	0.000679833767311574
SKCM	ZFX	1	10	5	0	4	4.31203345764553	38.7340974979189	38.7340974979189	31.4201486690903	0.0758002317249882	3.4212206628137e-05	0.000182015713089401	0.000112670219134875	0.709923392146487	0.0861269785730489	0.114857786434028	3.83545439963662e-07	0.000937864487071144
SKCM	BRAF	4	41	0	0	2	5.22789511271741	0	0	16.429471302835	6.80673121636888e-05	0.175465276946116	8.7335957191792e-06	0.0108382475661356	0.08322079753413	0.959007804144351	0.0213558249323229	1.6255431681822e-06	0.00353320838399779
SKCM	B2M	0	0	0	1	3	0	70.799454083272	70.799454083272	165.937660158633	0.694348723778131	0.048905222244384	0.0777401034369485	4.31715911495182e-06	0.908152017791686	0.959007804144351	0.912179338397405	5.33874969410597e-06	0.0104436621516101
SKCM	BRD7	0	3	5	0	2	12.8006861379194	193.462575639142	193.462575639142	20.3292692384237	0.173930957741699	3.98350491773725e-05	9.06217814765631e-05	0.0073438576093623	0.811894768909755	0.0865836924453067	0.104279017014384	1.01309163812457e-05	0.0180164532954481
SKCM	KRAS	0	9	0	0	2	67.0185855645463	0	0	69.8684884878456	0.000868471097536405	0.881479413292236	0.00264613134880354	0.000696614491885366	0.274016638871083	0.959007804144351	0.500092138347263	2.6182588381829e-05	0.0426819828271115
SKCM	RAC1	1	23	0	0	0	20.2490058613763	0	0	0	8.53350803131647e-07	0.702093948048566	2.4782636725007e-06	1	0.0166932484108613	0.959007804144351	0.00807996566024312	3.44675731299704e-05	0.0518657435052678
SKCM	FUT9	12	39	1	0	2	2.6280555019663	0.513337985066929	0.513337985066929	36.8750355908074	0.00160237098796889	0.48077355422316	0.00184026993581832	0.00239689563733599	0.328523589605944	0.959007804144351	0.43411307739703	5.88040439223336e-05	0.0821660505149065
UCS	TP53	0	25	1	4	3	513.927462546558	1060.34742039497	1060.34742039497	269.817779725194	0	5.16253706450698e-14	0	3.91307423530046e-06	0	1.00989550055886e-09	0	0	0
UCS	PIK3CA	0	12	0	0	0	127.680515645057	0	0	0	0	0.862354866421238	0	1	0	0.981589253322114	0	0	0
UCS	FBXW7	0	12	0	0	0	190.54962532538	0	0	0	0	0.891177024101944	0	1	0	0.981589253322114	0	0	0
UCS	PTEN	0	4	3	1	2	112.203763678453	870.352843179074	870.352843179074	175.426081207469	1.29100935830628e-07	3.01078051379022e-11	9.99200722162641e-16	0.000204368054379331	0.000420912084453125	2.94484442053822e-07	4.8865911317364e-12	0	0
UCS	PPP2R1A	0	10	0	0	0	136.605473157893	0	0	0	1.11022302462516e-16	0.910343741474869	1.4432899320127e-15	1	5.42954570192933e-13	0.981589253322114	5.6467275300065e-12	5.07371922253697e-14	1.98504190862536e-10
UCS	PIK3R1	0	1	0	0	7	14.223393007886	0	0	342.141350106706	0.0680398975943464	0.88509943160776	0.186990117007701	5.81079284435989e-11	0.907960053772866	0.981589253322114	0.996981659263969	2.8517244121673e-10	9.29757215846945e-07
UCS	CHD4	0	7	1	1	0	33.0359762076943	83.9450939346757	83.9450939346757	0	3.75516585604529e-08	0.000273525863212387	1.18265786053229e-09	1	0.000146917108951916	0.764387562308674	3.8558588446221e-06	2.5492783328751e-08	7.12414039252897e-05
UCS	ZBTB7B	0	3	1	0	2	41.8976102283928	261.313112573651	261.313112573651	123.470621616407	8.46349745207142e-05	0.00270034943619712	6.84033906794834e-06	0.000405489432653019	0.206953671446776	0.981589253322114	0.0167263391059007	5.74238516737324e-08	0.000140415673305194
ACC	TP53	1	3	2	3	5	24.3303530594922	396.25838467648	396.25838467648	346.876291355253	0.000654800880300122	2.01871852567592e-11	3.45956596703445e-12	7.2216977523415e-09	0.861112541541254	3.94901717992724e-07	6.76760294471279e-08	0	0
ACC	CTNNB1	0	8	0	0	4	50.7590370685602	0	0	139.458427340786	4.41139280660252e-09	0.85342498126167	3.12467089980117e-08	3.47087858838863e-06	8.62956660827585e-05	0.969756541977881	0.000203749373806369	3.34610117391776e-12	3.27282155820896e-08
ACC	MEN1	0	0	3	1	2	0	341.822586444258	341.822586444258	88.7462719441363	0.593290193278536	4.2731030935883e-09	2.26294911698233e-08	0.000784503579484643	0.861112541541254	4.17952213583872e-05	0.000203749373806369	4.57217042004743e-10	2.98135992523226e-06
ACC	PRKAR1A	0	0	2	1	3	0	246.710032475286	246.710032475286	214.663757268015	0.688413043516956	7.25871561080282e-07	3.94412610038586e-06	8.04115443302375e-06	0.861112541541254	0.00473316649261749	0.019288748693937	7.98408672508799e-10	3.90461761290428e-06
ACC	TWISTNB	0	1	0	0	3	14.639623448527	0	0	241.892493440655	0.0729242017522933	0.910613724818904	0.198605764417912	5.67212015935151e-06	0.861112541541254	0.969756541977881	0.991297354778844	1.65557049109921e-05	0.0647725398937656
ACC	ELAVL2	0	0	0	2	1	0	276.572333389376	276.572333389376	70.086799381523	0.702211814825381	3.21641262759353e-05	0.000155222818511769	0.0139351107981658	0.861112541541254	0.157298659552462	0.433781253675317	3.03778185135606e-05	0.099041814293712
KIRC	VHL	0	53	21	13	64	300.916081059147	2193.16057811002	2193.16057811002	1097.30007722495	0	0	0	2.9015346480833e-92	0	0	0	0	0
KIRC	PBRM1	2	18	36	9	79	10.9616485538811	226.819603833282	226.819603833282	171.514008002634	5.52364931571958e-09	0	0	1.25446049191567e-50	3.70352519380261e-05	0	0	0	0
KIRC	BAP1	1	10	7	3	14	15.5310884991728	149.253790434598	149.253790434598	70.366246390538	1.74049171186574e-07	1.11022302462516e-16	0	2.47175155446091e-13	0.000851187471687942	5.42954570192933e-13	0	0	0
KIRC	SETD2	0	8	14	2	16	4.55214463653531	85.7931311261629	85.7931311261629	22.8871556068361	0.00607892143676658	0	0	2.9716676879656e-08	0.739847054516184	0	0	0	0
KIRC	PTEN	1	2	3	1	6	5.49631963826687	88.1084046397545	88.1084046397545	54.4915415824888	0.0742973821654088	3.55316576050591e-07	8.94045038446478e-07	2.54324844644488e-07	0.739847054516184	0.00139014057214033	0.00291488484034833	6.8468564151658e-12	2.67876410386947e-08
KIRC	KDM5C	2	4	5	0	11	2.68404942488238	30.7315384683522	30.7315384683522	25.8552648721525	0.13441135298883	2.67078868232407e-06	1.15557936688493e-05	1.64870670812776e-07	0.739847054516184	0.00870766136727056	0.0322934908214328	5.33200150698576e-11	1.73841022466092e-07
KIRC	MTOR	1	21	0	0	1	10.3579605061511	0	0	1.43886162087095	5.67967262110614e-09	0.490347746362206	1.98209855195586e-08	0.437683302976512	3.70352519380261e-05	0.931411591796519	7.7547623746721e-05	1.69713304298824e-07	0.000474275951241943
KIRC	ZNF800	0	6	0	0	3	12.1027455419056	0	0	16.5523178942297	0.000108627987455923	0.755931878008788	0.000509340137498593	0.00253569391241084	0.303568670087537	0.931411591796519	0.830309314145623	1.8804276681661e-05	0.0459811575558315
KIRC	ARID1A	0	4	1	0	10	2.52416990406813	7.43115929633375	7.43115929633375	16.0502936711326	0.174893644785097	0.142063013591866	0.168363368645347	1.24339470076181e-05	0.739847054516184	0.931411591796519	0.94524386474814	2.94684850578042e-05	0.0625761348869542
KIRC	ERBB4	0	10	0	0	2	10.4973692663589	0	0	5.60595436702966	8.02166409019645e-06	0.631477965373529	3.56682820037424e-05	0.0641130773717851	0.0313839585864846	0.931411591796519	0.0872178665696511	3.19886181816553e-05	0.0625761348869542
LIHC	TP53	1	5	0	0	1	104.764350594982	0	0	293.737795658278	1.49974332952496e-09	0.920429624557941	1.15983100901218e-08	0.00338548911335833	2.93379790121673e-05	0.978109227228498	0.000226886141982963	9.80104220005273e-10	1.91727987517432e-05
LIHC	HNF1A	0	3	1	1	0	37.8767305191424	309.784147007651	309.784147007651	0	6.54795260043306e-05	1.34632540249591e-05	2.71485416369899e-08	1	0.426970162565572	0.263368175236249	0.000265539885751398	5.00128873204275e-07	0.00489176050881102
LIHC	TSC2	0	0	0	0	4	0	0	0	256.045777631331	0.508717458650966	0.833290428095659	0.786243862153452	3.1441088861215e-07	0.903196764198421	0.978109227228498	0.996114041435528	4.00792568133745e-06	0.0261343473927744
BRCA	TP53	0	4	1	0	0	146.981335887617	422.220736267062	422.220736267062	0	2.85173959224672e-07	0.00194102054763035	4.31608420115026e-08	1	0.00557857299035303	0.988554976885115	0.000844312391429014	7.75096738347969e-07	0.015162442395563
THYM	GTF2I	0	36	0	0	0	1219.00791678774	0	0	0	0	0.929124888274086	0	1	0	0.990187720873719	0	0	0
KIRP	VHL	0	1	0	0	2	1876.93068324274	0	0	899.749648498884	0.00290803769497316	0.991991655111982	0.0118776178509908	2.4931910245154e-06	0.713330084570318	0.998166136666529	0.999941837093296	5.42958856986075e-07	0.0106213611603616
UVM	SF3B1	0	18	0	0	0	1041.81840734062	0	0	0	0	0.949381320744556	0	1	0	0.995041949424265	0	0	0
UVM	GNAQ	0	39	0	0	0	6461.89227831669	0	0	0	0	0.969053759447348	0	1	0	0.995041949424265	0	0	0
UVM	GNA11	0	35	0	0	0	3723.84380604924	0	0	0	0	0.974952163135625	0	1	0	0.995041949424265	0	0	0
UVM	EIF1AX	0	9	0	0	1	4753.59329841913	0	0	974.372861621137	0	0.977687678933945	0	0.00102442657102009	0	0.995041949424265	0	0	0
UVM	BAP1	0	5	5	0	13	370.612450094058	5674.12354659343	5674.12354659343	2516.01759473403	8.05384657853736e-08	8.78186412478499e-14	1.11022302462516e-16	3.03056626476576e-26	0.000315098693538696	1.71790826009044e-09	4.34363656154346e-13	0	0
UVM	SRSF2	0	0	0	0	3	0	0	0	1909.24412074412	0.898691359635242	0.976828111969023	0.991521598334325	1.40028860731406e-08	0.972093302860636	0.995041949424265	0.999744401745359	2.65083635819785e-07	0.000864261013984439
THCA	BRAF	0	6	0	0	0	546.153995730369	0	0	0	2.22044604925031e-15	0.956560372641395	2.19824158875781e-14	1	4.34363656154346e-11	0.994380601901653	4.30020019592803e-10	7.13318293321663e-13	1.39539324539584e-08
THCA	NRAS	0	4	0	0	0	1683.9600345518	0	0	0	8.80739925435137e-13	0.980851362632307	8.0363493637492e-12	1	8.61451721068107e-09	0.994380601901653	7.86035331268309e-08	2.1334134459039e-10	2.0866916914386e-06
THCA	TG	1	2	0	0	2	51.9222660279744	0	0	491.10116468039	0.000594147657912436	0.923246938957488	0.00273410943980623	0.000230526835013833	0.972304521648688	0.994380601901653	0.999736486242188	9.62893153266808e-06	0.0627870528806844
